feature	median_length	intercept	flength	stackdepth	match	stackdepth*flength	stackdepth*match
rpl20/CDS/1	357.0	2.9212753662868787	0.18766995852413845	170.28927018764438	-0.21763423118759087	22.323117636419546	-2.9902228910252973
rpl21/CDS/1	354.0	688.9243866265926	-45.128082392951754	-56788.464842251204	-18.28330635666369	62528.256855358115	-35.92019718278905
rpl22/CDS/1	447.0	1.9540820671659815	0.24731175799333655	68.7881081995948	-0.14810551339946515	15.48456678906719	-0.9979131978607682
rpl23/CDS/1	279.0	9.310442153955425	-0.005839422520242575	5.812935190249456	-0.27684432132205117	9.764156851303706	-0.0596459816860037
rpl32/CDS/1	165.0	12.507766448281954	-0.1750174932863009	-146.49796002443543	-0.35329973425198125	120.72769994613334	2.237879571772357
rpl33/CDS/1	198.0	14.468791160547797	-0.4381621562909455	210.62779015500035	-0.5822524397365906	65.5856546754108	-3.2842068323915794
rpl36/CDS/1	111.0	1.8375052838375698	-1.3201620272554155	182.8921518878113	-0.1656035274674015	66.87536103062291	-4.076127201110073
rpoA/CDS/1	1011.0	4.463902112012376	0.8172019053263965	47.96363500270124	-0.21848563676468488	29.70068053623426	-0.9700423895394459
rpoB/CDS/1	3210.0	7.030648349177816	7.403866764777163	215.9605930363372	-1.0771769849100366	42.941142887725285	-2.979110598163312
rpoC1/CDS/1	435.0	11.320331594646234	1.5600831321091784	-161.1312076372484	-0.49533200259565785	155.88450337952546	0.7048865824404272
rpoC1/CDS/2	1614.0	-44.61691290610327	268.7101826598745	-361.65322256162943	-16.42168172022827	2411.265701219017	-15.581437646970384
rpoC1/intron/1	751.0	-71.10675571577809	37.239220933312595	3155.983950833237	-0.9304790088040138	-125.72767454421091	-47.51126455121762
rpoC2/CDS/1	4155.0	18.152776352153992	18.545192289119868	726.3781883850492	-1.8378904299175067	-2.519642613103191	-10.158474230703161
rps11/CDS/1	414.0	-2.489230306001566	0.27567899469574486	503.712677774033	-0.04820077305164221	80.38398613368624	-10.0271227371702
rps12A/CDS/1	114.0	146.53056294741518	65.65906582997872	4314.804397043525	-5.693141477603412	-3087.6554281162635	-18.519472746243657
rps12B/CDS/1	232.0	43.37815106822101	0.7135148886816809	895.9065449630767	-1.6027965063746374	-808.7248170009294	-0.860040605469312
rps12B/CDS/2	23.0	1.1451293330045318	1.358663645296785	10.73212628894376	-0.14676469888471053	-1.2923199765704974	0.0523715265392415
rps12B/intron/1	900.0	0.0	0.0	0.0	0.0	0.0	0.0
rps12B/intron/2	491.0	0.0	0.0	0.0	-0.0001895147670222351	0.0	0.06317158900741073
rps14/CDS/1	300.0	4.479873232998855	0.023318844957763363	-102.95037841671184	-0.230465746658796	65.51480186037337	2.430893991134924
rps15/CDS/1	270.0	7.187493009359289	-0.08303264597591863	219.73873721334118	-0.2598573826595193	62.1244565054637	-4.585228455467528
rps16/CDS/1	40.0	154.9430929253105	-2.3167204381063597	-209.48737655640517	-3.355216686903322	-21.83386185397705	6.2894544863819055
rps16/CDS/2	218.0	109.71731176239413	5.578664349955192	2419.9598787397185	-3.2530057889668647	-121.53759392489813	-34.70235457357301
rps16/intron/1	860.0	-31.087479946925775	0.15256123119240647	4016.9013499661933	0.09467148194374614	121.35932720181164	-70.46362603762657
rps18/CDS/1	303.0	8.190880467411745	0.04504627360637595	-59.52311116672273	-0.3164841637467945	99.72538964057121	0.6242404059259488
rps19/CDS/1	276.0	12.041141055986841	0.2825713265903577	20.431990608676042	-0.4528686849509516	15.855622287696848	-0.26030694335236
rps2/CDS/1	708.0	0.49360130446489786	-0.0013300728139565747	0.8603941346182906	-0.009115826245413027	0.5301778376718791	-0.003351365674005656
rps3/CDS/1	654.0	5.356621092462628	0.40269101483863273	16.243484677776966	-0.2419669069363795	39.025955732373944	-0.6595325481318548
rps4/CDS/1	603.0	155.1340414305268	21.827967692060675	153.57557294508732	-10.306893683550117	2106.526994669263	-21.952098767331034
rps7/CDS/1	465.0	3.89473472315983	0.39086278590315054	41.768634335728144	-0.2345887373740698	0.9661162519733585	-0.5612766123977325
rps8/CDS/1	402.0	5.616252378601383	0.04779909793993526	-22.903212302758764	-0.2657881206431781	234.87111709951267	-3.3695929269934903
rrn16/rRNA/1	1491.0	3597.138015116059	-4396.10703699891	-1934.4561004340671	17.88200894794474	2535.320524071506	-12.414239924771147
rrn23/intron/1	475.0	1.000000000213992	-6.809938858257903e-11	0.0	-3.0429053357128284e-12	0.0	2.7806828805657988e-14
rrn23/rRNA/1	2810.0	17.566048324040263	2.1390870545705472e-5	1.1113576479942928e-5	5.940413481736633e-9	-1.1791821363253825e-5	-3.248340828714567e-9
rrn23/rRNA/2	199.0	0.0	0.0	0.5257623554319616	0.026234324990957285	0.0	-0.01379302050041535
rrn4.5/rRNA/1	103.0	1537.8334305903775	-1496.8254329154906	-747.8757123175986	-1.1398575909350024	932.3682369247988	-2.813951919914296
rrn5/rRNA/1	121.0	25.56606866845958	-1.4493599662092328e-7	-9.6281090779954e-8	8.887021805026362e-13	9.632416204189821e-8	-1.2213905206039422e-12
trnA-UGC/intron/1	807.0	-17.46067463730863	0.17494846827689506	140.71187514663268	-0.11344108488568502	8.743151955452953	-2.1430696367808233
trnA-UGC/tRNA/1	38.0	341.2436241000161	0.5391133861429719	-113.8764880257785	-7.337689259468237	24.694407214322204	2.4947975690435453
trnA-UGC/tRNA/2	35.0	25.566070166411947	-1.6424979195153303e-6	-1.2268652412352294e-6	-3.3707041479557796e-11	1.2267086747540249e-6	1.7188334559840775e-11
trnC-GCA/tRNA/1	71.0	31.833546926114533	-28.850016119790848	66.88017425788784	-0.288989784260125	109.4060281084169	-2.3143410302064584
trnD-GUC/tRNA/1	74.0	-866.1208819596745	890.8609827419164	1003.2567384852551	-0.0051570423586608325	-1003.4458607070382	0.005559888108862394
trnE-UUC/tRNA/1	73.0	-566.962843492395	591.4496497117632	700.920120168735	0.002356762334050544	-700.7502271006035	-0.00416127039335576
trnF-GAA/tRNA/1	73.0	24.566070237014408	-1.7138380480566995e-6	-2.0433277980129797e-6	4.8868543590145275e-12	2.0436785767085217e-6	-5.136332012894659e-12
trnG-GCC/tRNA/1	71.0	1817.4853154328973	-1793.063798340026	-3421.388826053506	0.002711493346984042	3421.609637166216	-0.004154438614727349
trnG-UCC/intron/1	700.0	11.82434388056202	0.07614277164354696	351.9684228705991	-0.6872682951830801	-87.49591038111188	-2.963488853835525
trnG-UCC/tRNA/1	23.0	21.42893037921033	-2.989570852326767	4.711522151898642	-0.7426601133828844	10.000340238999533	0.3378838079717054
trnG-UCC/tRNA/2	48.0	-54.535695703703	-162.09178597756497	-317.7361328138	3.05881125746117	829.9222172825783	-6.811347946532506
trnH-GUG/tRNA/1	75.0	-3720.739064367461	2904.127682535566	10900.509648029856	14.932579904028396	-9426.950891845645	-25.976295273311948
trnI-CAU/tRNA/1	74.0	-1362.5431076574146	1376.9282678073978	979.8358322615458	-0.30359239907226	-988.4956021760748	0.32321972795978327
trnI-GAU/intron/1	943.0	-2.176536477468324	-4.446284844762374	17.93401327107958	-0.08259491105516172	-6.579678475238777	0.12270742035713955
trnI-GAU/tRNA/1	42.0	-2155.943303902741	2393.446522911442	1521.4655956543802	-1.0431356070108535	-1534.7977232511416	-1.7300233207043911
trnI-GAU/tRNA/2	35.0	0.47753395997780573	0.5224660397363879	1.542078174894819e-10	6.895948515304118e-12	0.0	-3.712700138334806e-12
trnK-UUU/intron/1	2517.0	-1.2719407882825084	-2.404262810659001	3235.470380533214	-0.5527388852324786	-223.97856427268576	-49.897546218352495
trnK-UUU/tRNA/1	37.0	-3.4426559050240426	4.266203618155143	1.213749109034782	-0.3522675099684611	92.34347514640305	-0.2834251994432201
trnK-UUU/tRNA/2	35.0	125.02593372495828	0.42375509557759933	-182.77809292021732	-2.8709906262863956	74.35028931295994	3.763500307371732
trnL-CAA/tRNA/1	81.0	-3525.5256507767704	3564.6287471400287	3846.339660598386	-0.44858415402776564	-2990.580941514475	-14.833294750490902
trnL-UAA/intron/1	508.0	-17.56923943665671	0.9240703973633673	546.8210394225534	-0.17591157053796186	95.15848432257789	-9.092985979388825
trnL-UAA/tRNA/1	35.0	188.28282680285653	2.6829276805997413	399.41914538004403	-4.76429072739467	-556.017657778006	5.316296693690931
trnL-UAA/tRNA/2	50.0	69.0032555127652	28.599528164633416	-400.2691156007205	-2.931094352508862	423.5725393213934	1.595236417495032
trnL-UAG/tRNA/1	80.0	-35899.41734517621	33330.31120407272	43637.95664291511	54.137313943713224	-39152.943308522816	-88.00151972994321
trnM-CAU/tRNA/1	73.0	3326.595513207323	-3289.177720207601	-17869.52142388325	-3.23551940042564	17958.791428415465	6.808373316450693
trnN-GUU/tRNA/1	72.0	1452.9965606654844	-1434.8049772114364	-12545.388054309267	-0.20624043907724104	12484.929606364116	4.2128019423752345
trnP-GGG/tRNA/1	71.0	-0.9901260000942432	2.180289471366643	0.0	-0.026825968737627538	0.42994850514341165	0.08258559850165817
trnP-UGG/tRNA/1	74.0	2891.430682492071	-2861.749176286211	-3269.470286025596	-0.21835589441410982	3264.5172679205684	0.21755675522068954
trnQ-UUG/tRNA/1	72.0	7.64880877013633	3.1591747639688452	124.21350500344481	-0.20260277293423698	-135.46202417035985	0.40635372810472153
trnR-ACG/tRNA/1	74.0	25.566068498511335	2.2001144254273754e-8	1.496362715015311e-8	6.386660728161128e-11	-1.330676274124376e-8	-3.5009959333253684e-11
trnR-CCG/tRNA/1	74.0	37.8213235975389	54.89729189359555	8645.277320302008	-2.118496765967554	-10605.817521832027	56.80641917478178
trnR-UCU/tRNA/1	72.0	99.8940367908831	-18.93536306928341	-1219.5115486072418	-1.9125306273525764	1157.9691250549877	2.2696053026043383
trnS-GCU/tRNA/1	88.0	-134.99443322181037	110.37801648661353	50.326537787674106	0.19593024707810525	27.60589471063577	-0.9096269519985406
trnS-GGA/tRNA/1	87.0	162.21452905024339	-165.85778635822444	-122.92363301503285	-0.12681429472707267	142.8637760093423	0.03800580358596088
trnS-UGA/tRNA/1	92.0	-59.6942984268517	46.805467105098174	-13.656124288932686	-0.013024517492008133	51.44667809001556	-0.10079968195764966
trnT-GGU/tRNA/1	72.0	2488.093216497477	-2470.368720332294	-3121.224226730085	-0.11748649598295716	3559.3777089054197	-7.354902215105858
trnT-UGU/tRNA/1	73.0	394.2314161753135	-23.829283876023712	-501.57906441553723	-7.644632852548686	39.405078473759914	10.301406867105527
trnV-GAC/tRNA/1	72.0	-3740.4327937835355	3765.9212033906215	2627.976015356966	0.001508328354288915	-2627.928465487938	-0.0009223877450896044
trnV-UAC/intron/1	588.0	12.282903579087122	-3.6432376511256557	1175.6522430724751	-0.9754658353950976	280.1808668459338	-23.131837363887986
trnV-UAC/tRNA/1	39.0	-136.82216758682213	44.32323252517984	712.2969090914306	1.0590623938010382	-195.95307301567857	-8.011937082496528
trnV-UAC/tRNA/2	37.0	-31.300137909408164	35.11331355057251	172.97552407755404	-0.14598787150113737	-145.1778732964965	-0.28964953485867273
trnW-CCA/tRNA/1	74.0	-563.1557460776396	596.7145971511503	743.6931056450654	-0.7170185993743832	-711.9946339557949	0.05227977001375095
trnY-GUA/tRNA/1	84.0	-60.36527038208139	11.784965243498608	2342.5880105481756	0.4437330039718912	-1186.3581309093413	-19.34050429738415
trnfM-CAU/tRNA/1	74.0	-384.3415769011024	327.47426664159485	25817.38598936147	0.7495347927398204	-23749.95312590568	-35.28140188438824
ycf1/CDS/1	5448.0	2.2785428866788546	2.250281058469795	23.28536239242339	-0.1251637574285523	38.405686165521594	-0.33816624339208484
ycf2/CDS/1	6840.0	3.8946628026265455	1.5978525555616376	88.62032632326718	-0.1675918659300892	7.917438017119529	-1.5561212556394168
ycf66/CDS/1	106.0	-4.7136455259937105	24.279714044507372	-2953.74011136581	-8.311405151849994e-14	2953.7401113657947	5.203626614640121e-13
ycf66/CDS/2	324.0	70.0532954859641	-60.19271041944321	12620.813803924084	-1.8616962120606924	14563.055533096705	-488.0853469209217
ycf66/intron/1	555.0	20.67604249524353	-12.67679808974713	3059.1194769112217	-1.1148329626688112	3886.0749366139257	-80.9006639348779
rps12A/intron/1	650.0	0.0	0.0	0.0	0.0	0.0	0.0
